Date;Time;Severity;From;Line;Message
2019/02/14;15:54:27.458;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:54:27.535;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:54:28.139;INFO;code-base.cpp;199;"IsNtpSync: 0"
2019/02/14;15:54:30.462;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:54:30.539;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:54:33.034;INFO;his-proc.cpp;82;"(12784)=>HistClient. TICK"
2019/02/14;15:54:33.197;INFO;web-app-server.cpp;75;"(17740)=>WebAppServer. TICK"
2019/02/14;15:54:33.231;INFO;man-proc.cpp;89;"(16732)=>ManProc. TICK"
2019/02/14;15:54:33.253;INFO;file-supervisor.cpp;111;"(8976)=>FileSupervisor. TICK"
2019/02/14;15:54:33.466;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:54:33.484;INFO;cfg-proc.cpp;269;"(14608)=>JsonClientProc. TICK"
2019/02/14;15:54:33.537;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:54:37.634;DEBUG;cfg-proc.cpp;135;"Cambio Estado sincronizacion => 0"
2019/02/14;15:54:37.648;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,1"
2019/02/14;15:54:38.134;INFO;code-base.cpp;199;"IsNtpSync: 0"
2019/02/14;15:54:39.937;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,1"
2019/02/14;15:54:42.141;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,1"
2019/02/14;15:54:44.017;INFO;cfg-proc.cpp;269;"(14608)=>JsonClientProc. TICK"
2019/02/14;15:54:44.042;INFO;his-proc.cpp;82;"(12784)=>HistClient. TICK"
2019/02/14;15:54:44.208;INFO;web-app-server.cpp;75;"(17740)=>WebAppServer. TICK"
2019/02/14;15:54:44.231;INFO;man-proc.cpp;89;"(16732)=>ManProc. TICK"
2019/02/14;15:54:44.254;INFO;file-supervisor.cpp;111;"(8976)=>FileSupervisor. TICK"
2019/02/14;15:54:44.437;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,1"
2019/02/14;15:54:46.642;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,1"
2019/02/14;15:54:48.138;INFO;code-base.cpp;199;"IsNtpSync: 0"
2019/02/14;15:54:48.842;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,1"
2019/02/14;15:54:51.037;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,1"
2019/02/14;15:54:53.345;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,1"
2019/02/14;15:54:55.040;INFO;his-proc.cpp;82;"(12784)=>HistClient. TICK"
2019/02/14;15:54:55.075;INFO;cfg-proc.cpp;269;"(14608)=>JsonClientProc. TICK"
2019/02/14;15:54:55.221;INFO;web-app-server.cpp;75;"(17740)=>WebAppServer. TICK"
2019/02/14;15:54:55.235;INFO;man-proc.cpp;89;"(16732)=>ManProc. TICK"
2019/02/14;15:54:55.258;INFO;file-supervisor.cpp;111;"(8976)=>FileSupervisor. TICK"
2019/02/14;15:54:55.541;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,1"
2019/02/14;15:54:57.746;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,1"
2019/02/14;15:54:58.141;INFO;code-base.cpp;199;"IsNtpSync: 0"
2019/02/14;15:54:59.944;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,1"
2019/02/14;15:55:02.923;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:02.944;DEBUG;cfg-proc.cpp;135;"Cambio Estado sincronizacion => -3"
2019/02/14;15:55:02.960;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:05.937;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:05.953;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:06.037;INFO;cfg-proc.cpp;269;"(14608)=>JsonClientProc. TICK"
2019/02/14;15:55:06.053;INFO;his-proc.cpp;82;"(12784)=>HistClient. TICK"
2019/02/14;15:55:06.229;INFO;web-app-server.cpp;75;"(17740)=>WebAppServer. TICK"
2019/02/14;15:55:06.244;INFO;man-proc.cpp;89;"(16732)=>ManProc. TICK"
2019/02/14;15:55:06.258;INFO;file-supervisor.cpp;111;"(8976)=>FileSupervisor. TICK"
2019/02/14;15:55:08.135;INFO;code-base.cpp;199;"IsNtpSync: 0"
2019/02/14;15:55:08.939;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:08.959;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:11.946;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:11.968;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:14.957;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:15.050;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:17.046;INFO;his-proc.cpp;82;"(12784)=>HistClient. TICK"
2019/02/14;15:55:17.241;INFO;man-proc.cpp;89;"(16732)=>ManProc. TICK"
2019/02/14;15:55:17.256;INFO;web-app-server.cpp;75;"(17740)=>WebAppServer. TICK"
2019/02/14;15:55:17.272;INFO;file-supervisor.cpp;111;"(8976)=>FileSupervisor. TICK"
2019/02/14;15:55:17.958;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:17.981;INFO;cfg-proc.cpp;269;"(14608)=>JsonClientProc. TICK"
2019/02/14;15:55:18.046;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:18.143;INFO;code-base.cpp;199;"IsNtpSync: 0"
2019/02/14;15:55:20.968;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:21.046;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:23.971;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:24.047;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:26.252;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (10.1.1.1:65000): C,C03"
2019/02/14;15:55:26.267;ERROR;his-proc.cpp;69;"Excepcion: WIN32(ERROR: 10054). recvfrom. Local=65003, Remoto:65000"
2019/02/14;15:55:26.353;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (10.1.1.3:65000): C,C03"
2019/02/14;15:55:26.367;ERROR;his-proc.cpp;69;"Excepcion: WIN32(ERROR: 10054). recvfrom. Local=65003, Remoto:65000"
2019/02/14;15:55:26.972;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:27.045;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:28.052;INFO;his-proc.cpp;82;"(12784)=>HistClient. TICK"
2019/02/14;15:55:28.075;INFO;cfg-proc.cpp;269;"(14608)=>JsonClientProc. TICK"
2019/02/14;15:55:28.139;INFO;code-base.cpp;199;"IsNtpSync: 0"
2019/02/14;15:55:28.151;INFO;web-app-server.cpp;75;"(17740)=>WebAppServer. TICK"
2019/02/14;15:55:28.244;INFO;man-proc.cpp;89;"(16732)=>ManProc. TICK"
2019/02/14;15:55:28.267;INFO;file-supervisor.cpp;111;"(8976)=>FileSupervisor. TICK"
2019/02/14;15:55:29.991;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:30.054;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:32.992;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:33.046;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:35.995;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:36.052;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:38.927;INFO;code-base.cpp;199;"IsNtpSync: 0"
2019/02/14;15:55:39.009;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:39.056;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:39.070;INFO;his-proc.cpp;82;"(12784)=>HistClient. TICK"
2019/02/14;15:55:39.103;INFO;cfg-proc.cpp;269;"(14608)=>JsonClientProc. TICK"
2019/02/14;15:55:39.247;INFO;man-proc.cpp;89;"(16732)=>ManProc. TICK"
2019/02/14;15:55:39.262;INFO;file-supervisor.cpp;111;"(8976)=>FileSupervisor. TICK"
2019/02/14;15:55:39.949;INFO;web-app-server.cpp;75;"(17740)=>WebAppServer. TICK"
2019/02/14;15:55:42.013;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:42.056;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:45.022;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:45.053;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:48.029;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:48.056;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:48.931;INFO;code-base.cpp;199;"IsNtpSync: 0"
2019/02/14;15:55:50.054;INFO;his-proc.cpp;82;"(12784)=>HistClient. TICK"
2019/02/14;15:55:50.247;INFO;man-proc.cpp;89;"(16732)=>ManProc. TICK"
2019/02/14;15:55:50.270;INFO;file-supervisor.cpp;111;"(8976)=>FileSupervisor. TICK"
2019/02/14;15:55:50.963;INFO;web-app-server.cpp;75;"(17740)=>WebAppServer. TICK"
2019/02/14;15:55:51.029;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:51.048;INFO;cfg-proc.cpp;269;"(14608)=>JsonClientProc. TICK"
2019/02/14;15:55:51.063;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:54.039;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:54.057;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:57.041;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:55:57.058;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:55:58.923;INFO;code-base.cpp;199;"IsNtpSync: 0"
2019/02/14;15:56:00.046;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:56:00.067;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:56:01.054;INFO;his-proc.cpp;82;"(12784)=>HistClient. TICK"
2019/02/14;15:56:01.247;INFO;man-proc.cpp;89;"(16732)=>ManProc. TICK"
2019/02/14;15:56:01.269;INFO;file-supervisor.cpp;111;"(8976)=>FileSupervisor. TICK"
2019/02/14;15:56:01.972;INFO;web-app-server.cpp;75;"(17740)=>WebAppServer. TICK"
2019/02/14;15:56:03.048;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:56:03.071;INFO;cfg-proc.cpp;269;"(14608)=>JsonClientProc. TICK"
2019/02/14;15:56:03.088;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:56:06.056;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:56:06.072;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:56:08.927;INFO;code-base.cpp;199;"IsNtpSync: 0"
2019/02/14;15:56:09.060;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:56:09.161;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:56:12.056;INFO;his-proc.cpp;82;"(12784)=>HistClient. TICK"
2019/02/14;15:56:12.070;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:56:12.158;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
2019/02/14;15:56:12.253;INFO;man-proc.cpp;89;"(16732)=>ManProc. TICK"
2019/02/14;15:56:12.276;INFO;file-supervisor.cpp;111;"(8976)=>FileSupervisor. TICK"
2019/02/14;15:56:12.980;INFO;web-app-server.cpp;75;"(17740)=>WebAppServer. TICK"
2019/02/14;15:56:15.065;ERROR;cfg-proc.cpp;254;"Excepcion: WIN32(ERROR: 10061). No puedo conectarme al HOST: 192.168.0.212:5050:80. "
2019/02/14;15:56:15.089;INFO;cfg-proc.cpp;269;"(14608)=>JsonClientProc. TICK"
2019/02/14;15:56:15.155;DEBUG;his-proc.cpp;41;"TO-SNMP-SERVICE (127.0.0.1:65000): C,C00,0"
